"","","","","","","","","","","","",""
"TABLE 1","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"NO . STA","04.13.A3.001.0011","","","","","","","","","","",""
"KOORDINAT :","0 ° 13 ' 41.2 "" LS 115 ° 41 ' 27.1 "" BT","","","","","","","","","","",""
"ELEVASI :","174.198 MDPL","","","","","","","","","","",""
"DIBANGUN OLEH :","PBPS","","","","","","","","","","",""
"TAHUN PENDIRIAN :","2006","","","","","","","","","","",""
"JENIS POS :","MANUAL","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 2","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TGL","","","","","","Tinggi
(","Hujan
mm )","","","","",""
"","JAN","PEB","MAR","APR","MEI","JUNI","JULI","AGS","SEP","OKT","NOP","DES"
"13","20,00","","55,50","","4,50","","28,00","","","2,90","",""
"14","","","","79,00","100,00","","18,00","","","","8,90","59,00"
"15","","40,00","","","","","","","9,00","","","4,50"
"16","20,30","","50,00","","11,50","2,00","","","11,50","","29,70","8,10"
"17","","","50,60","8,50","","14,00","","","","","166,80",""
"18","","","185,50","20,50","20,00","","","","33,50","","",""
"19","","","","54,00","10,00","","","","","","3,20",""
"20","85,00","","","","45,00","","","22,40","","","56,10",""
"21","","","","","","25,60","","","","","",""
"22","","","","23,20","","","","","","","48,00","89,30"
"23","","","40,00","","","","","","","","1,60",""
"24","","","","19,50","","76,40","","15,70","","","13,00",""
"25","","25,60","","","67,00","16,80","","","","","",""
"26","","30,30","","","","","","","","24,50","7,60","18,80"
"27","50,40","","40,00","","15,00","24,60","","","22,00","7,10","","16,80"
"28","","35,30","38,50","","49,50","","35,00","","","23,60","59,30","19,40"
"29","","","","","","","","","8,00","6,70","","11,60"
"30","","","80,70","","","","","18,20","54,30","","5,20","69,60"
"31","","","","","10,30","","","","","30,50","",""
"Hujan Maksimum","85,00","40,00","185,50","120,30","100,00","76,40","75,00","23,00","54,30","30,50","166,80","89,30"
"Jumlah Curah Hujan","351,50","197,20","846,40","545,80","431,80","288,00","225,50","150,00","251,20","119,70","541,50","472,70"
"Jumlah Hari Hujan","7","7","13","11","15","10","6","9","12","9","15","15"
"Jumlah Data ( 1-15 )","4","4","6","6","7","4","5","6","7","4","5","8"
"Jumlah Hujan ( 1 - 15 )","195,80","106,00","361,10","420,10","203,50","128,60","190,50","93,70","121,90","27,30","151,00","239,10"
"Jumlah Data ( 16-31 )","3","3","7","5","8","6","1","3","5","5","10","7"
"Jumlah Hujan ( 16 - 31 )","155,70","91,20","485,30","125,70","228,30","159,40","35,00","56,30","129,30","92,40","390,50","233,60"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 22","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"WILAYAH SUNGAI","MAHAKAM","","","","","","","","","","",""
"DAS / SUB DAS","MAHAKAM","","","","","","","","","","",""
"SUNGAI :","MAHAKAM","","","","","","","","","","",""
"KELURAHAN / DESA","BARONG TONGKOK","","","","","","","","","","",""
"KECAMATAN :","BARONG TONGKOK","","","","","","","","","","",""
"KAB / KOTA , PROVINSI :","KUTAI BARAT , KALIMANTAN TIMUR","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 23","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"NO . STA","04.13.A3.001.0011","","","","","","","","","","",""
"KOORDINAT :","0 ° 13 ' 41.2 "" LS 115 ° 41 ' 27.1 "" BT","","","","","","","","","","",""
"ELEVASI :","174.198 MDPL","","","","","","","","","","",""
"DIBANGUN OLEH :","PBPS","","","","","","","","","","",""
"TAHUN PENDIRIAN :","2006","","","","","","","","","","",""
"JENIS POS :","MANUAL","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 24","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TGL","","","","","","Tinggi
(","Hujan
mm )","","","","",""
"","JAN","PEB","MAR","APR","MEI","JUNI","JULI","AGS","SEP","OKT","NOP","DES"
"1","20,50","","20,50","2,50","3,60","","20,50","","","","",""
"2","3,60","31,50","3,60","","20,50","","30,50","10,50","","","",""
"3","31,50","","30,50","","33,60","","","","","","10,00","120,00"
"4","60,20","","15,20","31,50","65,20","2,40","16,20","","","","20,00","100,00"
"5","","0,60","","20,50","0,60","","","","","","",""
"6","","","","","50,20","","","","155,30","","40,00",""
"7","","","","","2,50","1,50","","12,50","40,30","","",""
"8","2,50","","0,60","","","","30,20","","","","",""
"9","3,60","","30,50","","","","","","16,50","","16,00",""
"10","0,50","1,50","","","","","","","","","",""
"11","","","","","","50,20","1,50","","","","",""
"12","","","3,90","15,20","15,20","30,20","","1,50","","10,70","",""
"13","","32,50","32,50","","","15,20","","","","","",""
"14","15,20","15,20","","","","","","","","","35,50",""
"15","31,60","21,50","","","","","","","","3,50","",""
"16","","","15,20","","","6,30","","","","","",""
"17","0,60","","31,50","50,20","","2,50","","","","","",""
"18","","15,20","","","2,50","","","3,60","","","",""
"19","15,20","","","","","","","50,20","","","20,00",""
"20","30,50","","15,20","","","31,50","","","","","",""
"21","30,60","2,50","","","","15,20","","","","","20,80",""
"22","2,50","30,50","","33,50","15,20","","","","","","",""
"23","","","","","31,50","","1,50","","","30,20","",""
"24","","","3,60","16,30","","30,20","30,20","","","20,00","",""
"25","0,50","","","2,50","","1,50","","","","10,20","",""
"26","","15,20","","","","","","","","","",""
"27","","31,50","","0,80","1,50","","","","","","",""
"28","","2,50","3,60","31,54","","","1,20","30,50","","5,60","",""
"29","15,20","","","33,60","","15,20","","16,20","","8,50","",""
"30","31,50","","3,60","30,50","2,90","30,50","","","","10,00","",""
"31","","","0,60","","2,50","","","20,50","","","",""
"Hujan Maksimum","60,20","32,50","32,50","50,20","65,20","50,20","30,50","50,20","155,30","30,20","40,00","120,00"
"Jumlah Curah Hujan","295,80","200,20","210,60","268,64","247,50","232,40","131,80","145,50","212,10","98,70","162,30","220,00"
"Jumlah Hari Hujan","17","12","15","12","14","13","8","8","3","8","7","2"
"Jumlah Data ( 1-15 )","9","6","8","4","8","5","5","3","3","2","5","2"
"Jumlah Hujan ( 1 - 15 )","169,20","102,80","137,30","69,70","191,40","99,50","98,90","24,50","212,10","14,20","121,50","220,00"
"Jumlah Data ( 16-31 )","8","6","7","8","( ) 6","8","3","5","0","6","2","0"
"Jumlah Hujan ( 16 - 31 )","126,60","97,40","73,30","198,94","56,10","132,90","32,90","121,00","0,00","84,50","40,80","0,00"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 25","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TGL","","","","","","Tinggi
(","Hujan
mm )","","","","",""
"","JAN","PEB","MAR","APR","MEI","JUNI","JULI","AGS","SEP","OKT","NOP","DES"
"1","12,20","","","","2,50","","","","","3,60","",""
"2","","","","","0,60","","","","","3,50","2,60",""
"3","","","3,60","","0,50","","0,60","1,00","","","3,50","15,20"
"4","15,60","","15,20","","2,50","2,60","","","","","","6,20"
"5","0,60","","0,90","2,50","2,40","3,90","","","","","1,50",""
"6","","","","3,60","3,60","","","","1,50","","",""
"7","","","","","","","2,60","","3,60","","",""
"8","2,50","","","6,20","","","","","3,50","1,50","",""
"9","12,80","","2,50","","","","","","","6,30","",""
"10","","","","","","","","","","","10,00","3,90"
"11","","15,20","","","","","","","","","",""
"12","","","0,60","","","","","","","","",""
"13","","","","","","15,20","","","","1,50","","2,50"
"14","0,50","","0,80","","","","","","","","","3,60"
"15","0,90","3,60","","","","","","","","","6,20",""
"16","","","","1,50","","","15,20","","","","",""
"17","","","","0,60","0,50","3,60","","","2,50","3,60","",""
"18","1,50","","","","","","","","","","",""
"19","","2,50","","","","","","","","","",""
"20","","","1,20","","","","","2,30","","","",""
"21","","","","","","","","","3,60","","","5,00"
"22","33,60","","","","0,90","","","","","1,50","",""
"23","","","","","","","","","","","3,00",""
"24","","14,20","2,00","2,50","","","3,60","","","","",""
"25","","","","","","","","","","","",""
"26","11,60","","","","","","","","1,50","0,60","","1,50"
"27","","0,60","","","","","","","","","",""
"28","","","","","","","","","","","",""
"29","3,60","","","","","","","","","","",""
"30","","","","","","","","","","","",""
"31","","","","","","","","","","","",""
"Hujan Maksimum","33,60","15,20","15,20","6,20","3,60","15,20","15,20","2,30","3,60","6,30","10,00","15,20"
"Jumlah Curah Hujan","95,40","36,10","26,80","16,90","13,50","25,30","22,00","3,30","16,20","22,10","26,80","37,90"
"Jumlah Hari Hujan","11","5","8","6","8","4","4","2","6","8","6","7"
"Jumlah Data ( 1-15 )","7","2","6","3","6","3","2","1","3","5","5","5"
"Jumlah Hujan ( 1 - 15 )","45,10","18,80","23,60","12,30","12,10","21,70","3,20","1,00","8,60","16,40","23,80","31,40"
"Jumlah Data ( 16-31 )","4","3","2","3","2","1","2","1","3","3","1","2"
"Jumlah Hujan ( 16 - 31 )","50,30","17,30","3,20","4,60","1,40","3,60","18,80","2,30","7,60","5,70","3,00","6,50"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 26","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"WILAYAH SUNGAI","MAHAKAM","","","","","","","","","","",""
"DAS / SUB DAS","MAHAKAM","","","","","","","","","","",""
"SUNGAI :","MAHAKAM","","","","","","","","","","",""
"KELURAHAN / DESA","BARONG TONGKOK","","","","","","","","","","",""
"KECAMATAN :","BARONG TONGKOK","","","","","","","","","","",""
"KAB / KOTA , PROVINSI :","KUTAI BARAT , KALIMANTAN TIMUR","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 27","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"NO . STA","04.13.A3.001.0011","","","","","","","","","","",""
"KOORDINAT :","0 ° 13 ' 41.2 "" LS 115 ° 41 ' 27.1 "" BT","","","","","","","","","","",""
"ELEVASI :","174.198 MDPL","","","","","","","","","","",""
"DIBANGUN OLEH :","PBPS","","","","","","","","","","",""
"TAHUN PENDIRIAN :","2006","","","","","","","","","","",""
"JENIS POS :","MANUAL","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 28","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"WILAYAH SUNGAI","MAHAKAM","","","","","","","","","","",""
"DAS / SUB DAS","MAHAKAM","","","","","","","","","","",""
"SUNGAI :","MAHAKAM","","","","","","","","","","",""
"KELURAHAN / DESA","BARONG TONGKOK","","","","","","","","","","",""
"KECAMATAN :","BARONG TONGKOK","","","","","","","","","","",""
"KAB / KOTA , PROVINSI :","KUTAI BARAT , KALIMANTAN TIMUR","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 29","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"NO . STA","04.13.A3.001.0011","","","","","","","","","","",""
"KOORDINAT :","0 ° 13 ' 41.2 "" LS 115 ° 41 ' 27.1 "" BT","","","","","","","","","","",""
"ELEVASI :","174.198 MDPL","","","","","","","","","","",""
"DIBANGUN OLEH :","PBPS","","","","","","","","","","",""
"TAHUN PENDIRIAN :","2006","","","","","","","","","","",""
"JENIS POS :","MANUAL","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TABLE 30","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"TGL","","","","","","Tinggi
(","Hujan
mm )","","","","",""
"","JAN","PEB","MAR","APR","MEI","JUNI","JULI","AGS","SEP","OKT","NOP","DES"
"1","","2,60","","","","2,50","2,10","1,20","","","","13,00"
"2","1,00","4,00","","","1,50","","","","","1,50","1,50",""
"3","9,00","2,50","2,00","","7,00","","6,00","2,50","1,50","","1,20",""
"4","","","2,60","24,10","5,00","","27,00","15,20","7,00","13,00","","10,40"
"5","2,60","","","5,00","","2,60","1,50","","5,00","","22,00",""
"6","0,50","","6,00","","11,00","5,00","","","","","22,50",""
"7","10,00","","","","","","","","4,00","2,40","20,10","15,20"
"8","","","","1,50","","1,50","","","","45,20","",""
"9","","","","","11,50","","20,50","8,00","","6,00","17,00",""
"10","","","6,00","","","","1,50","","14,20","","",""
"11","","","43,00","70,10","8,00","","","14,50","21,00","","",""
"12","","","","","20,50","","7,00","","","2,40","","1,50"
"13","1,50","","5,00","","32,00","","","","16,00","","50,10",""
"14","5,00","","","15,20","","","","","","17,00","",""
"15","","","2,60","","","","","","15,20","6,00","","1,20"
"16","","","","","60,20","15,20","2,40","","","15,20","",""
"17","2,60","","","7,00","","","","20,50","","","","15,20"
"18","1,50","","","","","4,00","","13,00","","13,00","7,00",""
"19","30,00","23,40","","30,50","","","","","","","15,20",""
"20","","","","2,40","7,00","7,00","40,20","","15,20","14,00","","14,20"
"21","23,00","4,00","15,20","7,00","","","","","","15,20","5,00","22,40"
"22","","","","","2,50","","","2,80","4,00","","",""
"23","33,00","2,40","","","","11,50","8,00","","33,00","","2,00",""
"24","","1,50","","7,50","50,20","","4,00","","2,50","","","15,20"
"25","","","23,00","4,20","11,00","","7,00","15,20","","23,00","",""
"26","22,10","10,20","","43,00","","","15,20","","","5,00","3,00",""
"27","","0,90","60,20","","2,10","","35,00","","","21,40","",""
"28","","","","80,20","","","","","","2..5","1,20","9,00"
"29","","","10,00","","","","22,00","4,00","4,00","3,00","4,00",""
"30","10,30","","1,50","","","","","2,50","","9,00","","20,50"
"31","","","30,00","","","","15,20","5,00","","1,50","",""
"Hujan Maksimum","33,00","23,40","60,20","80,20","60,20","15,20","40,20","20,50","33,00","45,20","50,10","22,40"
"Jumlah Curah Hujan","152,10","51,50","207,10","297,70","229,50","49,30","214,60","104,40","142,60","213,80","171,80","137,80"
"Jumlah Hari Hujan","14","9","13","13","14","8","16","12","13","18","14","11"
"Jumlah Data ( 1-15 )","7","3","7","5","8","4","7","5","8","8","7","5"
"Jumlah Hujan ( 1 - 15 )","29,60","9,10","67,20","115,90","96,50","11,60","65,60","41,40","83,90","93,50","134,40","41,30"
"Jumlah Data ( 16-31 )","7","6","6","8","6","4","9","7","5","10","7","( 0 ) 6"
"Jumlah Hujan ( 16 - 31 )","122,50","42,40","139,90","181,80","133,00","37,70","149,00","63,00","58,70","120,30","37,40","96,50"
