TANGGAL,BULAN,TAHUN,TINGGI MUKA AIR
21,NOV,2013,"15,96"
22,NOV,2013,"15,93"
23,NOV,2013,"16,22"
24,NOV,2013,"16,58"
25,NOV,2013,"16,80"
26,NOV,2013,"16,93"
27,NOV,2013,"17,04"
28,NOV,2013,"17,23"
29,NOV,2013,"17,16"
30,NOV,2013,"17,11"
31,NOV,2013,
1,DES,2013,"17,18"
2,DES,2013,"17,27"
3,DES,2013,"17,18"
4,DES,2013,"17,06"
5,DES,2013,"16,86"
6,DES,2013,"16,79"
7,DES,2013,"16,93"
8,DES,2013,"17,07"
9,DES,2013,"16,98"
10,DES,2013,"16,93"
11,DES,2013,"17,00"
12,DES,2013,"17,07"
13,DES,2013,"16,99"
14,DES,2013,"16,89"
15,DES,2013,"16,96"
16,DES,2013,"16,96"
17,DES,2013,"16,98"
18,DES,2013,"17,01"
19,DES,2013,"16,95"
20,DES,2013,"16,68"
21,DES,2013,"16,24"
22,DES,2013,"15,85"
23,DES,2013,"15,55"
24,DES,2013,"15,51"
25,DES,2013,"15,29"
26,DES,2013,"15,73"
27,DES,2013,"15,78"
28,DES,2013,"14,78"
29,DES,2013,"15,17"
30,DES,2013,"15,88"
31,DES,2013,"16,06"
1,JAN,2012,"8,71"
2,JAN,2012,"8,32"
3,JAN,2012,"7,83"
4,JAN,2012,"8,12"
5,JAN,2012,"8,63"
6,JAN,2012,"9,04"
7,JAN,2012,"9,42"
8,JAN,2012,"9,59"
9,JAN,2012,"9,44"
10,JAN,2012,"9,27"
11,JAN,2012,"9,19"
12,JAN,2012,"9,04"
13,JAN,2012,"8,93"
14,JAN,2012,"9,12"
15,JAN,2012,"9,41"
16,JAN,2012,"9,23"
17,JAN,2012,"8,82"
18,JAN,2012,"8,19"
19,JAN,2012,"7,93"
20,JAN,2012,"7,99"
21,JAN,2012,"7,81"
22,JAN,2012,"7,86"
23,JAN,2012,"7,53"
24,JAN,2012,"7,37"
25,JAN,2012,"8,18"
26,JAN,2012,"9,22"
27,JAN,2012,"9,90"
28,JAN,2012,"9,90"
29,JAN,2012,"9,72"
30,JAN,2012,"9,13"
31,JAN,2012,"8,40"
1,FEB,2012,"7,79"
2,FEB,2012,"7,72"
3,FEB,2012,"8,02"
4,FEB,2012,"7,88"
5,FEB,2012,"7,34"
6,FEB,2012,"7,40"
7,FEB,2012,"24,90"
8,FEB,2012,"7,90"
9,FEB,2012,"8,85"
10,FEB,2012,"9,08"
11,FEB,2012,"9,22"
12,FEB,2012,"9,42"
13,FEB,2012,"9,57"
14,FEB,2012,"9,57"
15,FEB,2012,"9,36"
16,FEB,2012,"9,08"
17,FEB,2012,"9,34"
18,FEB,2012,"9,53"
19,FEB,2012,"9,20"
20,FEB,2012,"8,83"
21,FEB,2012,"8,51"
22,FEB,2012,"8,50"
23,FEB,2012,"8,35"
24,FEB,2012,"7,89"
25,FEB,2012,"7,70"
26,FEB,2012,"6,83"
27,FEB,2012,"6,34"
28,FEB,2012,"6,09"
29,FEB,2012,"6,54"
30,FEB,2012,
31,FEB,2012,
1,MAR,2012,"6,98"
2,MAR,2012,"6,88"
3,MAR,2012,"7,02"
4,MAR,2012,"6,89"
5,MAR,2012,"7,02"
6,MAR,2012,"7,48"
7,MAR,2012,"8,06"
8,MAR,2012,"8,28"
9,MAR,2012,"8,57"
10,MAR,2012,"9,20"
11,MAR,2012,"9,61"
12,MAR,2012,"9,80"
13,MAR,2012,"9,58"
14,MAR,2012,"9,26"
15,MAR,2012,"8,94"
16,MAR,2012,"9,33"
17,MAR,2012,"9,25"
18,MAR,2012,"8,45"
19,MAR,2012,"7,78"
20,MAR,2012,"7,26"
21,MAR,2012,"6,88"
22,MAR,2012,"6,53"
23,MAR,2012,"6,20"
24,MAR,2012,"5,94"
25,MAR,2012,"5,68"
26,MAR,2012,"5,48"
27,MAR,2012,"5,34"
28,MAR,2012,"5,40"
29,MAR,2012,"5,89"
30,MAR,2012,"6,02"
31,MAR,2012,"6,86"
1,APR,2012,"7,75"
2,APR,2012,"7,24"
3,APR,2012,"6,68"
4,APR,2012,"6,36"
5,APR,2012,"6,63"
6,APR,2012,"7,49"
7,APR,2012,"8,98"
8,APR,2012,"9,39"
9,APR,2012,"9,35"
10,APR,2012,"9,10"
11,APR,2012,"8,92"
12,APR,2012,"9,03"
13,APR,2012,"8,84"
14,APR,2012,"8,49"
15,APR,2012,"8,28"
16,APR,2012,"8,10"
17,APR,2012,"8,17"
18,APR,2012,"8,08"
19,APR,2012,"8,20"
20,APR,2012,"9,08"
21,APR,2012,"9,16"
22,APR,2012,"9,59"
23,APR,2012,"9,72"
24,APR,2012,"9,68"
25,APR,2012,"9,48"
26,APR,2012,"9,40"
27,APR,2012,"9,60"
28,APR,2012,"9,50"
29,APR,2012,"9,50"
30,APR,2012,"9,81"
31,APR,2012,
1,MEI,2012,"9,74"
2,MEI,2012,"9,63"
3,MEI,2012,"9,78"
4,MEI,2012,"9,57"
5,MEI,2012,"9,43"
6,MEI,2012,"9,34"
7,MEI,2012,"9,57"
8,MEI,2012,"9,86"
9,MEI,2012,"10,19"
10,MEI,2012,"10,53"
11,MEI,2012,"10,48"
12,MEI,2012,"10,09"
13,MEI,2012,"9,18"
14,MEI,2012,"8,74"
15,MEI,2012,"8,59"
16,MEI,2012,"8,40"
17,MEI,2012,"7,90"
18,MEI,2012,"7,70"
19,MEI,2012,"9,17"
20,MEI,2012,"9,30"
21,MEI,2012,"9,00"
22,MEI,2012,"8,92"
23,MEI,2012,"8,75"
24,MEI,2012,"8,66"
25,MEI,2012,"8,88"
26,MEI,2012,"8,72"
27,MEI,2012,"8,08"
28,MEI,2012,"7,80"
29,MEI,2012,"9,16"
30,MEI,2012,"9,73"
31,MEI,2012,"10,11"
1,JUNI,2012,"10,29"
2,JUNI,2012,"10,40"
3,JUNI,2012,"10,47"
4,JUNI,2012,"10,56"
5,JUNI,2012,"10,47"
6,JUNI,2012,"10,27"
7,JUNI,2012,"9,88"
8,JUNI,2012,"9,33"
9,JUNI,2012,"8,78"
10,JUNI,2012,"8,18"
11,JUNI,2012,"8,53"
12,JUNI,2012,"9,37"
13,JUNI,2012,"9,28"
14,JUNI,2012,"8,50"
15,JUNI,2012,"7,86"
16,JUNI,2012,"7,42"
17,JUNI,2012,"6,91"
18,JUNI,2012,"6,44"
19,JUNI,2012,"6,01"
20,JUNI,2012,"5,78"
21,JUNI,2012,"5,58"
22,JUNI,2012,"5,59"
23,JUNI,2012,"5,66"
24,JUNI,2012,"5,48"
25,JUNI,2012,"5,38"
26,JUNI,2012,"5,17"
27,JUNI,2012,"5,18"
28,JUNI,2012,"5,13"
29,JUNI,2012,"4,94"
30,JUNI,2012,"4,88"
31,JUNI,2012,
1,JULI,2012,"4,99"
2,JULI,2012,"5,48"
3,JULI,2012,"5,94"
4,JULI,2012,"5,87"
5,JULI,2012,"6,08"
6,JULI,2012,"5,83"
7,JULI,2012,"5,57"
8,JULI,2012,"5,84"
9,JULI,2012,"6,71"
10,JULI,2012,"7,48"
11,JULI,2012,"7,91"
12,JULI,2012,"8,15"
13,JULI,2012,"8,35"
14,JULI,2012,"8,67"
15,JULI,2012,"8,87"
16,JULI,2012,"9,07"
17,JULI,2012,"9,20"
18,JULI,2012,"8,66"
19,JULI,2012,"8,28"
20,JULI,2012,"8,38"
21,JULI,2012,"9,40"
22,JULI,2012,"9,75"
23,JULI,2012,"8,94"
24,JULI,2012,"7,96"
25,JULI,2012,"7,01"
26,JULI,2012,"6,44"
27,JULI,2012,"6,58"
28,JULI,2012,"7,14"
29,JULI,2012,"6,80"
30,JULI,2012,"6,20"
31,JULI,2012,"5,42"
1,AGS,2012,"5,14"
2,AGS,2012,"4,97"
3,AGS,2012,"4,84"
4,AGS,2012,"4,77"
5,AGS,2012,"4,80"
6,AGS,2012,"4,84"
7,AGS,2012,"4,52"
8,AGS,2012,"4,35"
9,AGS,2012,"4,32"
10,AGS,2012,"4,40"
11,AGS,2012,"4,56"
12,AGS,2012,"4,74"
13,AGS,2012,"4,98"
14,AGS,2012,"5,18"
15,AGS,2012,"5,13"
16,AGS,2012,"4,98"
17,AGS,2012,"4,82"
18,AGS,2012,"4,86"
19,AGS,2012,"5,03"
20,AGS,2012,"5,41"
21,AGS,2012,"5,96"
22,AGS,2012,"6,59"
23,AGS,2012,"7,64"
24,AGS,2012,"6,92"
25,AGS,2012,"7,47"
26,AGS,2012,"9,07"
27,AGS,2012,"8,71"
28,AGS,2012,"8,03"
29,AGS,2012,"7,88"
30,AGS,2012,"8,74"
31,AGS,2012,"9,48"
1,SEP,2012,"10,06"
2,SEP,2012,"10,52"
3,SEP,2012,"10,60"
4,SEP,2012,"10,02"
5,SEP,2012,"8,78"
6,SEP,2012,"7,70"
7,SEP,2012,"7,64"
8,SEP,2012,"7,54"
9,SEP,2012,"7,60"
10,SEP,2012,"8,02"
11,SEP,2012,"8,10"
12,SEP,2012,"7,52"
13,SEP,2012,"6,78"
14,SEP,2012,"5,80"
15,SEP,2012,"5,54"
16,SEP,2012,"6,02"
17,SEP,2012,"5,68"
18,SEP,2012,"5,13"
19,SEP,2012,"5,07"
20,SEP,2012,"5,76"
21,SEP,2012,"5,58"
22,SEP,2012,"5,38"
23,SEP,2012,"5,34"
24,SEP,2012,"5,28"
25,SEP,2012,"5,02"
26,SEP,2012,"4,47"
27,SEP,2012,"4,48"
28,SEP,2012,"4,38"
29,SEP,2012,"4,61"
30,SEP,2012,"4,69"
31,SEP,2012,
1,OKT,2012,"4,54"
2,OKT,2012,"4,65"
3,OKT,2012,"4,71"
4,OKT,2012,"4,54"
5,OKT,2012,"4,35"
6,OKT,2012,"4,42"
7,OKT,2012,"4,29"
8,OKT,2012,"4,23"
9,OKT,2012,"4,27"
10,OKT,2012,"4,41"
11,OKT,2012,"4,74"
12,OKT,2012,"5,13"
13,OKT,2012,"4,84"
14,OKT,2012,"4,69"
15,OKT,2012,"4,65"
16,OKT,2012,"4,74"
17,OKT,2012,"4,82"
18,OKT,2012,"5,04"
19,OKT,2012,"6,09"
20,OKT,2012,"5,81"
21,OKT,2012,"5,12"
22,OKT,2012,"5,28"
23,OKT,2012,"5,46"
24,OKT,2012,"6,10"
25,OKT,2012,"7,33"
26,OKT,2012,"8,50"
27,OKT,2012,"8,26"
28,OKT,2012,"7,60"
29,OKT,2012,"6,76"
30,OKT,2012,"6,82"
31,OKT,2012,"6,01"
1,NOV,2012,"6,03"
2,NOV,2012,"5,98"
3,NOV,2012,"5,73"
4,NOV,2012,"5,81"
5,NOV,2012,"6,04"
6,NOV,2012,"6,59"
7,NOV,2012,"7,48"
8,NOV,2012,"8,04"
9,NOV,2012,"7,98"
10,NOV,2012,"8,17"
11,NOV,2012,"9,00"
12,NOV,2012,"9,67"
13,NOV,2012,"9,96"
14,NOV,2012,"10,24"
15,NOV,2012,"10,45"
16,NOV,2012,"10,73"
17,NOV,2012,"10,94"
18,NOV,2012,"10,92"
19,NOV,2012,"10,88"
20,NOV,2012,"10,85"
21,NOV,2012,"10,89"
22,NOV,2012,"10,81"
23,NOV,2012,"10,68"
24,NOV,2012,"10,75"
25,NOV,2012,"10,87"
26,NOV,2012,"10,90"
27,NOV,2012,"10,85"
28,NOV,2012,"10,84"
29,NOV,2012,"10,62"
30,NOV,2012,"10,23"
31,NOV,2012,
1,DES,2012,"9,81"
2,DES,2012,"9,18"
3,DES,2012,"9,12"
4,DES,2012,"9,07"
5,DES,2012,"8,39"
6,DES,2012,"10,05"
7,DES,2012,"10,42"
8,DES,2012,"10,70"
9,DES,2012,"10,98"
10,DES,2012,"11,13"
11,DES,2012,"11,16"
12,DES,2012,"11,04"
13,DES,2012,"10,86"
14,DES,2012,"10,65"
15,DES,2012,"10,62"
16,DES,2012,"10,57"
17,DES,2012,"10,34"
18,DES,2012,"9,90"
19,DES,2012,"9,07"
20,DES,2012,"8,42"
21,DES,2012,"7,82"
22,DES,2012,"7,36"
23,DES,2012,"7,06"
24,DES,2012,"7,11"
25,DES,2012,"7,86"
26,DES,2012,"8,26"
27,DES,2012,"8,46"
28,DES,2012,"8,49"
29,DES,2012,"8,27"
30,DES,2012,"8,02"
31,DES,2012,"7,64"
1,JAN,2011,"16,55"
2,JAN,2011,"16,31"
3,JAN,2011,"16,69"
4,JAN,2011,"16,88"
5,JAN,2011,"17,16"
6,JAN,2011,"17,61"
7,JAN,2011,"17,95"
8,JAN,2011,"18,05"
9,JAN,2011,"18,18"
10,JAN,2011,"18,36"
11,JAN,2011,"18,55"
12,JAN,2011,"18,67"
13,JAN,2011,"18,79"
14,JAN,2011,"18,66"
15,JAN,2011,"18,82"
16,JAN,2011,"19,06"
17,JAN,2011,"18,62"
18,JAN,2011,"17,94"
19,JAN,2011,"17,27"
20,JAN,2011,"16,82"
21,JAN,2011,"16,58"
22,JAN,2011,"16,88"
23,JAN,2011,"17,58"
24,JAN,2011,"18,50"
25,JAN,2011,"18,38"
26,JAN,2011,"18,21"
27,JAN,2011,"18,04"
28,JAN,2011,"17,80"
29,JAN,2011,"17,19"
30,JAN,2011,"17,12"
31,JAN,2011,"17,44"
1,FEB,2011,"17,85"
2,FEB,2011,"18,09"
3,FEB,2011,"18,12"
4,FEB,2011,"17,87"
5,FEB,2011,"17,99"
6,FEB,2011,"18,02"
7,FEB,2011,"17,79"
8,FEB,2011,"17,68"
9,FEB,2011,"17,99"
10,FEB,2011,"18,58"
11,FEB,2011,"18,43"
12,FEB,2011,"18,03"
13,FEB,2011,"17,80"
14,FEB,2011,"17,60"
15,FEB,2011,"17,32"
16,FEB,2011,"16,99"
17,FEB,2011,"16,82"
18,FEB,2011,"16,85"
19,FEB,2011,"16,49"
20,FEB,2011,"16,62"
21,FEB,2011,"17,01"
22,FEB,2011,"17,10"
23,FEB,2011,"16,80"
24,FEB,2011,"16,34"
25,FEB,2011,"16,00"
26,FEB,2011,"16,28"
27,FEB,2011,"16,48"
28,FEB,2011,"16,51"
29,FEB,2011,
30,FEB,2011,
31,FEB,2011,
1,MAR,2011,"16,69"
2,MAR,2011,"17,17"
3,MAR,2011,"17,59"
4,MAR,2011,"16,85"
5,MAR,2011,"15,84"
6,MAR,2011,"15,46"
7,MAR,2011,"15,46"
8,MAR,2011,"15,33"
9,MAR,2011,"15,02"
10,MAR,2011,"15,41"
11,MAR,2011,"16,05"
12,MAR,2011,"16,47"
13,MAR,2011,"16,83"
14,MAR,2011,"17,46"
15,MAR,2011,"18,54"
16,MAR,2011,"18,76"
17,MAR,2011,"18,44"
18,MAR,2011,"18,19"
19,MAR,2011,"18,36"
20,MAR,2011,"18,23"
21,MAR,2011,"18,07"
22,MAR,2011,"18,36"
23,MAR,2011,"18,42"
24,MAR,2011,"18,41"
25,MAR,2011,"18,41"
26,MAR,2011,"17,94"
27,MAR,2011,"17,45"
28,MAR,2011,"16,93"
29,MAR,2011,"16,55"
30,MAR,2011,"16,27"
31,MAR,2011,"16,03"
1,APR,2011,"15,75"
2,APR,2011,"15,48"
3,APR,2011,"15,31"
4,APR,2011,"15,23"
5,APR,2011,"15,03"
6,APR,2011,"15,05"
7,APR,2011,"15,03"
8,APR,2011,"14,98"
9,APR,2011,"15,26"
10,APR,2011,"16,43"
11,APR,2011,"16,66"
12,APR,2011,"16,60"
13,APR,2011,"16,51"
14,APR,2011,"16,46"
15,APR,2011,"16,74"
16,APR,2011,"17,12"
17,APR,2011,"17,54"
18,APR,2011,"17,93"
19,APR,2011,"18,22"
20,APR,2011,"18,15"
21,APR,2011,"17,72"
22,APR,2011,"17,79"
23,APR,2011,"17,38"
24,APR,2011,"17,28"
25,APR,2011,"18,04"
26,APR,2011,"18,72"
27,APR,2011,"18,91"
28,APR,2011,"18,84"
29,APR,2011,"19,32"
30,APR,2011,"19,67"
31,APR,2011,
1,MEI,2011,"19,98"
2,MEI,2011,"20,23"
3,MEI,2011,"20,48"
4,MEI,2011,"20,68"
5,MEI,2011,"20,88"
6,MEI,2011,"20,71"
7,MEI,2011,"20,33"
8,MEI,2011,"19,88"
9,MEI,2011,"19,39"
10,MEI,2011,"18,74"
11,MEI,2011,"18,32"
12,MEI,2011,"17,88"
13,MEI,2011,"17,58"
14,MEI,2011,"17,76"
15,MEI,2011,"18,28"
16,MEI,2011,"18,18"
17,MEI,2011,"18,03"
18,MEI,2011,"17,57"
19,MEI,2011,"17,16"
20,MEI,2011,"17,18"
21,MEI,2011,"17,51"
22,MEI,2011,"17,86"
23,MEI,2011,"18,18"
24,MEI,2011,"18,36"
25,MEI,2011,"17,97"
26,MEI,2011,"17,56"
27,MEI,2011,"17,82"
28,MEI,2011,"17,75"
29,MEI,2011,"17,26"
30,MEI,2011,"16,76"
31,MEI,2011,"16,76"
1,JUNI,2011,"17,32"
2,JUNI,2011,"18,21"
3,JUNI,2011,"18,33"
4,JUNI,2011,"18,53"
5,JUNI,2011,"18,49"
6,JUNI,2011,"17,77"
7,JUNI,2011,"16,84"
8,JUNI,2011,"17,46"
9,JUNI,2011,"18,44"
10,JUNI,2011,"18,83"
11,JUNI,2011,"18,42"
12,JUNI,2011,"18,00"
13,JUNI,2011,"18,14"
14,JUNI,2011,"17,82"
15,JUNI,2011,"17,21"
16,JUNI,2011,"16,98"
17,JUNI,2011,"16,79"
18,JUNI,2011,"16,60"
19,JUNI,2011,"16,13"
20,JUNI,2011,"15,62"
21,JUNI,2011,"15,22"
22,JUNI,2011,"14,82"
23,JUNI,2011,"14,38"
24,JUNI,2011,"14,21"
25,JUNI,2011,"14,15"
26,JUNI,2011,"14,23"
27,JUNI,2011,"14,03"
28,JUNI,2011,"13,68"
29,JUNI,2011,"13,78"
30,JUNI,2011,"31,03"
31,JUNI,2011,
1,JULI,2011,"14,28"
2,JULI,2011,"14,52"
3,JULI,2011,"14,87"
4,JULI,2011,"14,82"
5,JULI,2011,"14,60"
6,JULI,2011,"14,38"
7,JULI,2011,"14,16"
8,JULI,2011,"13,93"
9,JULI,2011,"13,63"
10,JULI,2011,"13,20"
11,JULI,2011,"12,99"
12,JULI,2011,"13,04"
13,JULI,2011,"13,54"
14,JULI,2011,"13,84"
15,JULI,2011,"14,21"
16,JULI,2011,"14,50"
17,JULI,2011,"14,79"
18,JULI,2011,"14,99"
19,JULI,2011,"15,23"
20,JULI,2011,"15,50"
21,JULI,2011,"15,68"
22,JULI,2011,"15,46"
23,JULI,2011,"15,16"
24,JULI,2011,"14,73"
25,JULI,2011,"14,34"
26,JULI,2011,"13,94"
27,JULI,2011,"13,56"
28,JULI,2011,"13,38"
29,JULI,2011,"13,19"
30,JULI,2011,"13,14"
31,JULI,2011,"13,30"
1,AGS,2011,"13,68"
2,AGS,2011,"13,74"
3,AGS,2011,"13,67"
4,AGS,2011,"13,60"
5,AGS,2011,"13,48"
6,AGS,2011,"13,42"
7,AGS,2011,"13,36"
8,AGS,2011,"13,26"
9,AGS,2011,"13,23"
10,AGS,2011,"13,16"
11,AGS,2011,"13,08"
12,AGS,2011,"13,04"
13,AGS,2011,"13,08"
14,AGS,2011,"13,05"
15,AGS,2011,"13,02"
16,AGS,2011,"13,06"
17,AGS,2011,"13,18"
18,AGS,2011,"13,54"
19,AGS,2011,"13,96"
20,AGS,2011,"14,34"
21,AGS,2011,"14,76"
22,AGS,2011,"15,13"
23,AGS,2011,"15,24"
24,AGS,2011,"15,11"
25,AGS,2011,"14,98"
26,AGS,2011,"15,01"
27,AGS,2011,"14,72"
28,AGS,2011,"14,42"
29,AGS,2011,"14,12"
30,AGS,2011,"13,84"
31,AGS,2011,"13,66"
1,SEP,2011,"13,85"
2,SEP,2011,"14,13"
3,SEP,2011,"14,58"
4,SEP,2011,"14,98"
5,SEP,2011,"15,21"
6,SEP,2011,"15,30"
7,SEP,2011,"14,89"
8,SEP,2011,"14,50"
9,SEP,2011,"14,73"
10,SEP,2011,"15,38"
11,SEP,2011,"15,54"
12,SEP,2011,"15,81"
13,SEP,2011,"15,41"
14,SEP,2011,"15,06"
15,SEP,2011,"15,90"
16,SEP,2011,"16,86"
17,SEP,2011,"16,76"
18,SEP,2011,"16,28"
19,SEP,2011,"15,72"
20,SEP,2011,"15,47"
21,SEP,2011,"16,67"
22,SEP,2011,"16,67"
23,SEP,2011,"16,24"
24,SEP,2011,"15,44"
25,SEP,2011,"14,68"
26,SEP,2011,"13,84"
27,SEP,2011,"13,96"
28,SEP,2011,"14,43"
29,SEP,2011,"14,05"
30,SEP,2011,"14,08"
31,SEP,2011,
1,OKT,2011,"14,31"
2,OKT,2011,"14,39"
3,OKT,2011,"14,16"
4,OKT,2011,"13,94"
5,OKT,2011,"14,02"
6,OKT,2011,"14,46"
7,OKT,2011,"15,44"
8,OKT,2011,"16,38"
9,OKT,2011,"16,57"
10,OKT,2011,"16,18"
11,OKT,2011,"16,10"
12,OKT,2011,"15,48"
13,OKT,2011,"15,36"
14,OKT,2011,"16,27"
15,OKT,2011,"16,80"
16,OKT,2011,"16,54"
17,OKT,2011,"16,12"
18,OKT,2011,"15,66"
19,OKT,2011,"15,28"
20,OKT,2011,"15,04"
21,OKT,2011,"14,58"
22,OKT,2011,"14,09"
23,OKT,2011,"13,69"
24,OKT,2011,"13,50"
25,OKT,2011,"13,66"
26,OKT,2011,"13,61"
27,OKT,2011,"13,66"
28,OKT,2011,"13,82"
29,OKT,2011,"13,78"
30,OKT,2011,"13,59"
31,OKT,2011,"13,44"
1,NOV,2011,"13,47"
2,NOV,2011,"13,55"
3,NOV,2011,"13,81"
4,NOV,2011,"14,42"
5,NOV,2011,"15,01"
6,NOV,2011,"15,58"
7,NOV,2011,"15,99"
8,NOV,2011,"15,88"
9,NOV,2011,"15,62"
10,NOV,2011,"15,27"
11,NOV,2011,"14,94"
12,NOV,2011,"14,64"
13,NOV,2011,"14,27"
14,NOV,2011,"14,28"
15,NOV,2011,"14,44"
16,NOV,2011,"14,38"
17,NOV,2011,"14,28"
18,NOV,2011,"14,08"
19,NOV,2011,"14,02"
20,NOV,2011,"14,14"
21,NOV,2011,"14,03"
22,NOV,2011,"13,92"
23,NOV,2011,"14,15"
24,NOV,2011,"14,54"
25,NOV,2011,"15,12"
26,NOV,2011,"15,66"
27,NOV,2011,"15,32"
28,NOV,2011,"15,00"
29,NOV,2011,"14,99"
30,NOV,2011,"15,14"
31,NOV,2011,
1,DES,2011,"15,42"
2,DES,2011,"15,82"
3,DES,2011,"16,56"
4,DES,2011,"17,45"
5,DES,2011,"18,33"
6,DES,2011,"18,66"
7,DES,2011,"18,76"
8,DES,2011,"18,52"
9,DES,2011,"17,78"
10,DES,2011,"16,83"
11,DES,2011,"16,04"
12,DES,2011,"15,60"
13,DES,2011,"15,26"
14,DES,2011,"15,16"
15,DES,2011,"15,29"
16,DES,2011,"15,48"
17,DES,2011,"15,74"
18,DES,2011,"16,09"
19,DES,2011,"16,48"
20,DES,2011,"16,38"
21,DES,2011,"16,14"
22,DES,2011,"15,98"
23,DES,2011,"16,36"
24,DES,2011,"16,65"
25,DES,2011,"17,16"
26,DES,2011,"17,13"
27,DES,2011,"17,30"
28,DES,2011,"18,36"
29,DES,2011,"18,83"
30,DES,2011,"18,43"
31,DES,2011,"18,08"
1,JAN,2010,"18,74"
2,JAN,2010,"18,73"
3,JAN,2010,"18,58"
4,JAN,2010,"18,35"
5,JAN,2010,"18,29"
6,JAN,2010,"18,74"
7,JAN,2010,"19,35"
8,JAN,2010,"19,39"
9,JAN,2010,"19,18"
10,JAN,2010,"19,20"
11,JAN,2010,"19,38"
12,JAN,2010,"19,54"
13,JAN,2010,"19,49"
14,JAN,2010,"19,35"
15,JAN,2010,"19,21"
16,JAN,2010,"19,21"
17,JAN,2010,"19,17"
18,JAN,2010,"19,02"
19,JAN,2010,"18,86"
20,JAN,2010,"18,99"
21,JAN,2010,"19,06"
22,JAN,2010,"18,88"
23,JAN,2010,"18,39"
24,JAN,2010,"18,17"
25,JAN,2010,"18,22"
26,JAN,2010,"18,05"
27,JAN,2010,"18,32"
28,JAN,2010,"18,65"
29,JAN,2010,"18,51"
30,JAN,2010,"18,55"
31,JAN,2010,"18,74"
1,FEB,2010,"19,13"
2,FEB,2010,"19,50"
3,FEB,2010,"19,82"
4,FEB,2010,"20,24"
5,FEB,2010,"20,56"
6,FEB,2010,"20,64"
7,FEB,2010,"20,42"
8,FEB,2010,"20,18"
9,FEB,2010,"19,92"
10,FEB,2010,"19,22"
11,FEB,2010,"18,31"
12,FEB,2010,"17,61"
13,FEB,2010,"16,95"
14,FEB,2010,"16,50"
15,FEB,2010,"16,16"
16,FEB,2010,"15,84"
17,FEB,2010,"15,38"
18,FEB,2010,"15,00"
19,FEB,2010,"14,89"
20,FEB,2010,"14,85"
21,FEB,2010,"15,36"
22,FEB,2010,"17,39"
23,FEB,2010,"18,19"
24,FEB,2010,"17,84"
25,FEB,2010,"17,52"
26,FEB,2010,"16,97"
27,FEB,2010,"16,54"
28,FEB,2010,"16,01"
29,FEB,2010,
30,FEB,2010,
31,FEB,2010,
1,MAR,2010,"15,53"
2,MAR,2010,"15,08"
3,MAR,2010,"15,28"
4,MAR,2010,"15,51"
5,MAR,2010,"15,36"
6,MAR,2010,"15,14"
7,MAR,2010,"15,48"
8,MAR,2010,"15,25"
9,MAR,2010,"14,96"
10,MAR,2010,"14,96"
11,MAR,2010,"16,56"
12,MAR,2010,"17,92"
13,MAR,2010,"18,10"
14,MAR,2010,"17,78"
15,MAR,2010,"16,88"
16,MAR,2010,"16,18"
17,MAR,2010,"16,18"
18,MAR,2010,"16,34"
19,MAR,2010,"16,22"
20,MAR,2010,"16,08"
21,MAR,2010,"16,34"
22,MAR,2010,"16,84"
23,MAR,2010,"17,40"
24,MAR,2010,"17,68"
25,MAR,2010,"18,00"
26,MAR,2010,"18,20"
27,MAR,2010,"17,93"
28,MAR,2010,"17,78"
29,MAR,2010,"18,20"
30,MAR,2010,"18,18"
31,MAR,2010,"18,32"
1,APR,2010,"18,99"
2,APR,2010,"19,30"
3,APR,2010,"19,53"
4,APR,2010,"19,42"
5,APR,2010,"19,48"
6,APR,2010,"19,65"
7,APR,2010,"19,75"
8,APR,2010,"19,84"
9,APR,2010,"19,87"
10,APR,2010,"19,91"
11,APR,2010,"20,07"
12,APR,2010,"20,08"
13,APR,2010,"19,94"
14,APR,2010,"19,59"
15,APR,2010,"19,71"
16,APR,2010,"19,88"
17,APR,2010,"20,12"
18,APR,2010,"20,22"
19,APR,2010,"20,26"
20,APR,2010,"20,13"
21,APR,2010,"19,88"
22,APR,2010,"19,72"
23,APR,2010,"19,59"
24,APR,2010,"19,48"
25,APR,2010,"19,80"
26,APR,2010,"19,95"
27,APR,2010,"20,05"
28,APR,2010,"20,15"
29,APR,2010,"20,16"
30,APR,2010,"20,15"
31,APR,2010,
1,MEI,2010,"20,18"
2,MEI,2010,"20,13"
3,MEI,2010,"19,96"
4,MEI,2010,"19,69"
5,MEI,2010,"19,52"
6,MEI,2010,"19,15"
7,MEI,2010,"18,81"
8,MEI,2010,"18,59"
9,MEI,2010,"18,53"
10,MEI,2010,"19,31"
11,MEI,2010,"19,44"
12,MEI,2010,"19,64"
13,MEI,2010,"19,84"
14,MEI,2010,"19,96"
15,MEI,2010,"20,23"
16,MEI,2010,"20,59"
17,MEI,2010,"20,79"
18,MEI,2010,"20,84"
19,MEI,2010,"20,56"
20,MEI,2010,"20,20"
21,MEI,2010,"19,54"
22,MEI,2010,"19,24"
23,MEI,2010,"19,34"
24,MEI,2010,"19,22"
25,MEI,2010,"19,23"
26,MEI,2010,"19,35"
27,MEI,2010,"19,33"
28,MEI,2010,"19,19"
29,MEI,2010,"19,30"
30,MEI,2010,"19,52"
31,MEI,2010,"19,69"
1,JUNI,2010,"19,96"
2,JUNI,2010,"20,14"
3,JUNI,2010,"20,02"
4,JUNI,2010,"19,72"
